,cik_Filing,CIK,titleOfClass,putCall,investmentDiscretion,value
10267,1000275,858877,COM,Put,SOLE,18853000
10282,1000275,86073,COM,Call,SOLE,1439000
10334,1000275,867,COM,Put,SOLE,24658000
10348,1000275,868675,COM,Call,DFND,7071000
10349,1000275,868675,COM,Put,DFND,14731000
10350,1000275,868675,COM,Put,SOLE,33000
10356,1000275,868857,COM,Call,SOLE,29006000
10370,1000275,87347,COM STK,Call,SOLE,6688000
10371,1000275,87347,COM STK,Put,SOLE,11980000
10398,1000275,875045,COM,Put,SOLE,1200000
10466,1000275,88204,COM,Call,SOLE,6545000
10472,1000275,882095,COM,Call,SOLE,4720000
10473,1000275,882095,COM,Put,SOLE,19430000
10493,1000275,883902,COM,Put,SOLE,1027000
10566,1000275,884394,S&P BK ETF,Put,SOLE,142282000
10581,1000275,884394,S&P METALS MNG,Put,SOLE,7837000
10584,1000275,884394,S&P OILGAS EXP,Call,SOLE,33890000
10585,1000275,884394,S&P OILGAS EXP,Put,DFND,111209000
10586,1000275,884394,S&P OILGAS EXP,Put,SOLE,241393000
10590,1000275,884394,S&P REGL BKG,Call,SOLE,7085000
10591,1000275,884394,S&P REGL BKG,Put,SOLE,77014000
10595,1000275,884394,S&P RETAIL ETF,Put,SOLE,25281000
10604,1000275,884394,TR UNIT,Call,SOLE,255671000
10605,1000275,884394,TR UNIT,Put,DFND,236530000
10606,1000275,884394,TR UNIT,Put,SOLE,1427587000
10624,1000275,885639,COM,Put,SOLE,12348000
10653,1000275,886982,COM,Put,SOLE,42081000
10657,1000275,886986,CL B,Call,DFND,16814000
10658,1000275,886986,CL B,Put,DFND,17148000
10768,1000275,895419,COM,Put,SOLE,2794000
10771,1000275,895421,COM NEW,Put,DFND,44172000
10772,1000275,895421,COM NEW,Put,SOLE,80697000
10782,1000275,895728,COM,Call,DFND,256756000
10783,1000275,895728,COM,Put,DFND,424577000
10784,1000275,895728,COM,Put,SOLE,1782000
10858,1000275,900075,COM,Call,SOLE,3411000
10859,1000275,900075,COM,Put,SOLE,9309000
10923,1000275,909832,COM,Call,SOLE,19415000
10924,1000275,909832,COM,Put,DFND,341000
11020,1000275,915912,COM,Call,SOLE,39252000
11085,1000275,921638,COM,Call,DFND,23541000
11086,1000275,921638,COM,Put,DFND,11505000
11089,1000275,921738,COM,Put,SOLE,5704000
11105,1000275,9238,COM,Put,DFND,103000
11134,1000275,927066,COM,Call,SOLE,114000
11135,1000275,927066,COM,Put,SOLE,5802000
11178,1000275,930667,MSCI BRAZIL ETF,Call,SOLE,137543000
11179,1000275,930667,MSCI BRAZIL ETF,Put,SOLE,15495000
11183,1000275,930667,MSCI CDA ETF,Call,DFND,9608000
11184,1000275,930667,MSCI CDA ETF,Put,DFND,42273000
11214,1000275,930667,MSCI JPN ETF NEW,Put,SOLE,63766000
11218,1000275,930667,MSCI MEXICO ETF,Call,SOLE,1913000
11219,1000275,930667,MSCI MEXICO ETF,Put,SOLE,1913000
11250,1000275,931622,NAMEN AKT,Put,SOLE,3750000
11255,1000275,932455,COM,Call,SOLE,15795000
11256,1000275,932455,COM,Put,DFND,59000
11257,1000275,932455,COM,Put,SOLE,15795000
11267,1000275,932872,CL B CONV,Call,DFND,1229000
11281,1000275,9341,COM,Call,SOLE,65763000
11282,1000275,9341,COM,Put,DFND,235000
11283,1000275,9341,COM,Put,SOLE,9400000
11311,1000275,936468,COM,Call,SOLE,11373000
11312,1000275,936468,COM,Put,SOLE,11373000
11417,1000275,947263,COM NEW,Call,DFND,27950000
11418,1000275,947263,COM NEW,Put,DFND,406557000
11419,1000275,947263,COM NEW,Put,SOLE,17506000
11432,1000275,949157,COM,Call,SOLE,431000
11436,1000275,94987,CL A,Put,SOLE,3485000
11449,1000275,9622,COM,Call,DFND,56014000
11450,1000275,9622,COM,Put,DFND,238126000
11451,1000275,9622,COM,Put,SOLE,17429000
11458,1000275,9631,COM,Call,DFND,52334000
11459,1000275,9631,COM,Put,DFND,226325000
11460,1000275,9631,COM,Put,SOLE,17700000
11479,1000275,97472,COM,Call,SOLE,86508000
11480,1000275,97472,COM,Put,SOLE,23182000
11698,1000742,1021561,CL A,Put,SOLE,3806000
11719,1000742,1173382,COM,Call,SOLE,7572000
11721,1000742,1174922,COM,Put,SOLE,25257000
11722,1000742,1180262,COM SHS,Put,SOLE,4093000
11726,1000742,1314727,COM,Call,SOLE,22469000
11728,1000742,132638,CL A,Put,SOLE,16175000
11733,1000742,1423902,COM,Put,SOLE,2658000
11734,1000742,1433926,COM,Put,SOLE,14869000
11736,1000742,1512673,CL A,Put,SOLE,17766000
11740,1000742,1627223,COM,Put,SOLE,4205000
11742,1000742,1679788,COM CL A,Put,SOLE,22461000
11743,1000742,168504,COM,Put,SOLE,15540000
11744,1000742,1688568,COM,Put,SOLE,12879000
11749,1000742,1783879,COM CL A,Put,SOLE,12906000
11750,1000742,1795251,ORD SHS,Put,SOLE,10182000
11752,1000742,1801368,COM CL A,Call,SOLE,18145000
11754,1000742,1808834,COM NPV,Put,SOLE,17909000
11755,1000742,1820953,COM CL A,Put,SOLE,20011000
11759,1000742,353569,COM,Call,SOLE,7762000
11760,1000742,38777,COM,Put,SOLE,26558000
11762,1000742,5513,COM,Put,SOLE,28602000
11763,1000742,6201,COM,Put,SOLE,4454000
11767,1000742,733269,COM,Put,SOLE,17756000
11773,1000742,815097,COMMON STOCK,Put,SOLE,1992000
11785,1000742,895421,COM NEW,Put,SOLE,19632000
11912,1001085,1048477,COM,Call,DFND,9851000
11926,1001085,1067839,UNIT SER 1,Put,DFND,165983000
11950,1001085,1100663,RUSSELL 2000 ETF,Put,DFND,57325000
12007,1001085,1290681,COM,Call,DFND,6026000
12033,1001085,1364479,COM NEW,Call,DFND,2674000
12061,1001085,1447028,COM,Call,DFND,310000
12134,1001085,160062,COM,Call,DFND,1601000
12228,1001085,1786842,COM,Call,DFND,1678000
12245,1001085,1820721,COM SHS,Call,DFND,2382000
12256,1001085,1824814,ORD SHS,Call,DFND,3288000
12315,1001085,2488,COM,Call,DFND,13670000
12316,1001085,2488,COM,Put,DFND,10073000
12359,1001085,70866,COM,Call,DFND,1970000
12379,1001085,743988,COM,Call,DFND,1187000
12380,1001085,743988,COM,Put,DFND,27755000
12413,1001085,815097,COMMON STOCK,Call,DFND,710000
12443,1001085,884394,TR UNIT,Put,DFND,40277000
12768,1002784,106528,COM,Put,SOLE,482000
12918,1002784,1326801,CL A,Put,SOLE,5785000
13321,1002784,789019,COM,Put,SOLE,1547000
13403,1002784,884394,TR UNIT,Put,SOLE,5493000
19040,1007399,1537054,COM,Put,SOLE,2576000
22692,1009076,1018724,COM,Call,SOLE,333000
24741,1009207,1000275,COM,Put,DFND,21239000
24744,1009207,1000694,COM NEW,Call,DFND,21918000
24745,1009207,1000694,COM NEW,Put,DFND,31962000
24746,1009207,1001082,CL A,Put,DFND,616000
24759,1009207,1002047,COM,Put,DFND,1840000
24766,1009207,1003935,SPONSORED ADR,Call,DFND,3036000
24769,1009207,100493,CL A,Put,DFND,11331000
24773,1009207,100498,COM,Put,DFND,14811000
24776,1009207,100517,COM,Call,DFND,62321000
24777,1009207,100517,COM,Put,DFND,81107000
24780,1009207,1005284,COM,Call,DFND,7756000
24781,1009207,1005284,COM,Put,DFND,10331000
24784,1009207,1005731,CL B NEW,Call,DFND,1722000
24787,1009207,1005897,COM,Call,DFND,1169000
24790,1009207,1007648,SPONSORED ADS,Call,DFND,55343000
24791,1009207,1007648,SPONSORED ADS,Put,DFND,208678000
24794,1009207,100817,COM,Call,DFND,137453000
24795,1009207,100817,COM,Put,DFND,23354000
24797,1009207,1008654,COM,Call,DFND,2225000
24798,1009207,1008654,COM,Put,DFND,1026000
24801,1009207,1009001,COM,Call,DFND,17202000
24802,1009207,1009001,COM,Put,DFND,17077000
24807,1009207,1013237,COM,Call,DFND,25710000
24808,1009207,1013237,COM,Put,DFND,15552000
24809,1009207,1013462,COM,Call,DFND,4011000
24813,1009207,1013871,COM NEW,Call,DFND,2512000
24820,1009207,1015922,ORD,Call,DFND,4581000
24824,1009207,101748,COM,Call,DFND,928000
24826,1009207,101778,COM,Call,DFND,877000
24827,1009207,101778,COM,Put,DFND,6120000
24829,1009207,101829,COM,Call,DFND,28107000
24830,1009207,101829,COM,Put,DFND,379000
24832,1009207,1018724,COM,Call,DFND,480145000
24833,1009207,1018724,COM,Put,DFND,1200362000
24838,1009207,1019849,COM,Put,DFND,2026000
24844,1009207,1021561,CL A,Put,DFND,406000
24852,1009207,1022671,COM,Call,DFND,3749000
24853,1009207,1022671,COM,Put,DFND,14667000
24857,1009207,1023128,COM,Call,DFND,3237000
24858,1009207,1023128,COM,Put,DFND,5048000
24864,1009207,1024478,COM,Call,DFND,17617000
24865,1009207,1024725,CL A VTG COM STK,Call,DFND,226000
24882,1009207,1031296,COM,Call,DFND,2121000
24886,1009207,1032208,COM,Call,DFND,3730000
24889,1009207,1032975,SHS,Call,DFND,4190000
24890,1009207,1032975,SHS,Put,DFND,2936000
24893,1009207,103379,COM,Put,DFND,2863000
24895,1009207,1034262,CL A,Call,DFND,1352000
24899,1009207,1035267,COM NEW,Call,DFND,47212000
24900,1009207,1035267,COM NEW,Put,DFND,47428000
24904,1009207,1035683,SP ADR PFD NEW,Put,DFND,188000
24907,1009207,1037038,CL A,Call,DFND,1759000
24908,1009207,1037038,CL A,Put,DFND,3245000
24910,1009207,1037192,COM,Call,DFND,3352000
24911,1009207,1037192,COM,Put,DFND,574000
24915,1009207,103754,COM,Put,DFND,5356000
24918,1009207,1037646,COM,Call,DFND,39715000
24919,1009207,1037646,COM,Put,DFND,4582000
24925,1009207,1038074,COM,Call,DFND,5160000
24927,1009207,1038133,COM RESTRC NEW,Call,DFND,1825000
24929,1009207,1038357,COM,Call,DFND,5547000
24930,1009207,1038357,COM,Put,DFND,5202000
24933,1009207,1039684,COM,Call,DFND,3649000
24934,1009207,1039684,COM,Put,DFND,447000
24939,1009207,1040971,COM,Call,DFND,2868000
24940,1009207,1040971,COM,Put,DFND,1090000
24941,1009207,1041061,COM,Put,DFND,5902000
24945,1009207,104169,COM,Call,DFND,26044000
24946,1009207,104169,COM,Put,DFND,76136000
24949,1009207,1041859,COM,Call,DFND,3600000
24950,1009207,1041859,COM,Put,DFND,4329000
24956,1009207,1043277,COM NEW,Call,DFND,14982000
24957,1009207,1043277,COM NEW,Put,DFND,2658000
24963,1009207,1045609,COM,Call,DFND,1330000
24965,1009207,104581,COM,Call,DFND,169672000
24966,1009207,104581,COM,Put,DFND,322903000
24970,1009207,1046311,COM,Call,DFND,1856000
24973,1009207,1047166,COM,Call,DFND,6579000
24974,1009207,1047166,COM,Put,DFND,9836000
24976,1009207,1047862,COM,Call,DFND,11604000
24977,1009207,1047862,COM,Put,DFND,3259000
24979,1009207,1048477,COM,Put,DFND,1679000
24983,1009207,1048911,COM,Call,DFND,53357000
24984,1009207,1048911,COM,Put,DFND,132346000
24990,1009207,105016,COM,Put,DFND,3098000
24992,1009207,1050446,CL A NEW,Put,DFND,12251000
24996,1009207,105132,COM,Call,DFND,2446000
24997,1009207,105132,COM,Put,DFND,4893000
24999,1009207,105147,COM,Put,DFND,1357000
25002,1009207,1052118,COM,Call,DFND,1266000
25003,1009207,1052118,COM,Put,DFND,3063000
25006,1009207,105319,COM,Call,DFND,2097000
25007,1009207,105319,COM,Put,DFND,777000
25008,1009207,1053256,CL A,Call,DFND,2590000
25012,1009207,105516,COM,Put,DFND,684000
25015,1009207,105598,COM,Call,DFND,58967000
25016,1009207,105598,COM,Put,DFND,207653000
25018,1009207,1056285,COM,Call,DFND,448000
25019,1009207,1056285,COM,Put,DFND,1197000
25026,1009207,1057215,CL A,Call,DFND,9654000
25027,1009207,1057215,CL A,Put,DFND,10756000
25031,1009207,10577,COM,Call,DFND,7645000
25032,1009207,10577,COM,Put,DFND,11913000
25037,1009207,105809,COM,Call,DFND,319056000
25038,1009207,105809,COM,Put,DFND,275175000
25045,1009207,1059556,COM,Call,DFND,15623000
25046,1009207,1059556,COM,Put,DFND,1133000
25048,1009207,10604,COM,Call,DFND,2093000
25049,1009207,10604,COM,Put,DFND,24512000
25052,1009207,1060736,COM,Call,DFND,2937000
25053,1009207,1060736,COM,Put,DFND,3556000
25060,1009207,106163,COM CL A,Put,DFND,208000
25070,1009207,106444,COM,Put,DFND,4030000
25076,1009207,1065088,COM,Call,DFND,612000
25077,1009207,1065088,COM,Put,DFND,23561000
25079,1009207,106528,COM,Call,DFND,209830000
25080,1009207,106528,COM,Put,DFND,175732000
25085,1009207,1067428,SPONSORED ADR,Call,DFND,1615000
25086,1009207,1067428,SPONSORED ADR,Put,DFND,7081000
25087,1009207,1067491,SPONSORED ADR,Put,DFND,759000
25091,1009207,1067983,CL B NEW,Call,DFND,119600000
25097,1009207,1069183,COM,Call,DFND,10990000
25098,1009207,1069183,COM,Put,DFND,14711000
25101,1009207,1069258,COM NEW,Call,DFND,706000
25103,1009207,106953,COM,Call,DFND,437000
25104,1009207,1069878,COM,Call,DFND,3605000
25110,1009207,1070235,COM,Put,DFND,3724000
25113,1009207,1070412,COM,Call,DFND,1100000
25119,1009207,1070794,COM,Call,DFND,15498000
25120,1009207,1070794,COM,Put,DFND,23644000
25122,1009207,1070945,COM,Call,DFND,20866000
25123,1009207,1070945,COM,Put,DFND,65154000
25129,1009207,1071739,COM,Call,DFND,1648000
25132,1009207,1075124,COM NEW,Call,DFND,2967000
25133,1009207,1075124,COM NEW,Put,DFND,9751000
25136,1009207,1075531,COM,Call,DFND,299184000
25137,1009207,1075531,COM,Put,DFND,81814000
25140,1009207,107687,COM,Call,DFND,966000
25141,1009207,107687,COM,Put,DFND,2457000
25148,1009207,1078207,COM,Call,DFND,121000
25149,1009207,1078207,COM,Put,DFND,181000
25151,1009207,1079459,COM,Call,DFND,52878000
25152,1009207,1079459,COM,Put,DFND,31095000
25158,1009207,1082554,COM,Call,DFND,1210000
25162,1009207,1083446,COM NEW,Call,DFND,1999000
25166,1009207,1085869,COM,Call,DFND,2948000
25167,1009207,1085917,COM,Call,DFND,217925000
25168,1009207,1085917,COM,Put,DFND,210994000
25170,1009207,1086222,COM,Put,DFND,1170000
25173,1009207,1089063,COM,Call,DFND,10844000
25174,1009207,1089063,COM,Put,DFND,23159000
25178,1009207,1090012,COM,Call,DFND,21382000
25179,1009207,1090012,COM,Put,DFND,32465000
25180,1009207,1090458,COM,Call,DFND,34244000
25181,1009207,1090458,COM,Put,DFND,20632000
25183,1009207,1090727,CL B,Call,DFND,96453000
25184,1009207,1090727,CL B,Put,DFND,73411000
25186,1009207,1090872,COM,Call,DFND,942000
25187,1009207,1090872,COM,Put,DFND,367000
25191,1009207,109177,COM,Call,DFND,1038000
25195,1009207,1092226,COM CL A,Call,DFND,840000
25196,1009207,1092226,COM CL A,Put,DFND,4466000
25199,1009207,1093557,COM,Call,DFND,86879000
25200,1009207,1093557,COM,Put,DFND,68461000
25203,1009207,1093691,COM NEW,Call,DFND,2196000
25204,1009207,1093691,COM NEW,Put,DFND,62414000
25211,1009207,1095073,COM,Call,DFND,2739000
25213,1009207,1095651,COM,Put,DFND,2066000
25217,1009207,1096479,COM,Call,DFND,1226000
25218,1009207,1096479,COM,Put,DFND,11524000
25224,1009207,1097149,COM,Call,DFND,31939000
25226,1009207,1097362,COM,Call,DFND,25063000
25227,1009207,1097864,COM,Call,DFND,2717000
25229,1009207,1098307,COM,Call,DFND,8720000
25230,1009207,1098307,COM,Put,DFND,11883000
25234,1009207,1099219,COM,Call,DFND,1700000
25235,1009207,1099219,COM,Put,DFND,6993000
25237,1009207,109959,COM,Call,DFND,447938000
25238,1009207,109959,COM,Put,DFND,564305000
25246,1009207,1100682,COM,Call,DFND,5463000
25250,1009207,1101215,COM,Call,DFND,3761000
25251,1009207,1101215,COM,Put,DFND,5093000
25253,1009207,1101239,COM,Call,DFND,73588000
25254,1009207,1101239,COM,Put,DFND,29858000
25256,1009207,1101302,COM,Call,DFND,3700000
25260,1009207,1102993,COM,Call,DFND,875000
25261,1009207,1102993,COM,Put,DFND,1129000
25265,1009207,1103838,ADR,Put,DFND,2375000
25275,1009207,1107843,COM,Call,DFND,2470000
25277,1009207,1108109,COM,Call,DFND,1130000
25281,1009207,1108524,COM,Call,DFND,100102000
25282,1009207,1108524,COM,Put,DFND,95070000
25284,1009207,1109345,COM,Put,DFND,630000
25288,1009207,1110611,COM,Put,DFND,1041000
25291,1009207,1110803,COM,Call,DFND,8902000
25292,1009207,1110803,COM,Put,DFND,25756000
25297,1009207,1113169,COM,Call,DFND,14158000
25302,1009207,1114448,SPONSORED ADR,Put,DFND,6447000
25305,1009207,11147,SPONSORED ADR,Call,DFND,791000
25316,1009207,1119639,SPONSORED ADR,Call,DFND,17056000
25317,1009207,1119639,SPONSORED ADR,Put,DFND,27064000
25318,1009207,1120193,COM,Call,DFND,5502000
25319,1009207,1120193,COM,Put,DFND,1428000
25327,1009207,112397,COM,Call,DFND,1622000
25328,1009207,112397,COM,Put,DFND,4144000
25330,1009207,112414,COM,Call,DFND,1557000
25331,1009207,112414,COM,Put,DFND,9845000
25335,1009207,112461,CL A COM,Call,DFND,14454000
25336,1009207,112461,CL A COM,Put,DFND,4832000
25346,1009207,1126874,COM,Call,DFND,2638000
25358,1009207,1131399,SPONSORED ADR,Put,DFND,3087000
25362,1009207,1132597,SPON ADR REP PFD,Call,DFND,1322000
25363,1009207,1132597,SPON ADR REP PFD,Put,DFND,1725000
25368,1009207,1135185,COM NEW,Call,DFND,4264000
25369,1009207,1135185,COM NEW,Put,DFND,4527000
25371,1009207,1135796,COM,Call,DFND,215000
25372,1009207,1135796,COM,Put,DFND,728000
25374,1009207,1136869,COM,Call,DFND,3176000
25376,1009207,1136893,COM,Put,DFND,4366000
25388,1009207,1141391,CL A,Call,DFND,50305000
25389,1009207,1141391,CL A,Put,DFND,44735000
25398,1009207,1144519,COM,Call,DFND,1120000
25399,1009207,1144519,COM,Put,DFND,18858000
25400,1009207,1144967,SPONSORED ADS,Call,DFND,2603000
25402,1009207,114498,COM,Call,DFND,1727000
25405,1009207,1145986,COM,Put,DFND,1056000
25407,1009207,1156039,COM,Call,DFND,4867000
25408,1009207,1156039,COM,Put,DFND,14231000
25410,1009207,1156375,COM,Call,DFND,2285000
25411,1009207,1156375,COM,Put,DFND,2285000
25413,1009207,1156388,COM,Call,DFND,760000
25414,1009207,1156388,COM,Put,DFND,1331000
25427,1009207,1159167,COM,Call,DFND,3953000
25428,1009207,1159167,COM,Put,DFND,3755000
25431,1009207,115951,SPONSORED ADR,Put,DFND,1446000
25436,1009207,1163165,COM,Call,DFND,41590000
25437,1009207,1163165,COM,Put,DFND,30056000
25439,1009207,1163302,COM,Call,DFND,35484000
25440,1009207,1163302,COM,Put,DFND,85140000
25445,1009207,1163739,SHS,Call,DFND,535000
25447,1009207,1164727,COM,Call,DFND,7393000
25448,1009207,1164727,COM,Put,DFND,62473000
25453,1009207,1166893,COM,Call,DFND,26611000
25454,1009207,1166893,COM,Put,DFND,2072000
25465,1009207,1170279,COM,Call,DFND,23302000
25466,1009207,1170279,COM,Put,DFND,14784000
25471,1009207,1172222,COM,Call,DFND,614000
25476,1009207,1174922,COM,Call,DFND,19619000
25477,1009207,1174922,COM,Put,DFND,53703000
25479,1009207,1175454,COM,Call,DFND,2126000
25484,1009207,1177609,COM,Call,DFND,4014000
25485,1009207,1177609,COM,Put,DFND,9993000
25488,1009207,1177702,COM,Call,DFND,9471000
25489,1009207,1177702,COM,Put,DFND,7010000
25492,1009207,117867,COM,Call,DFND,5087000
25493,1009207,117867,COM,Put,DFND,4240000
25498,1009207,1180262,COM SHS,Call,DFND,1645000
25499,1009207,1180262,COM SHS,Put,DFND,1216000
25511,1009207,1206264,COM,Put,DFND,4233000
25516,1009207,1212545,COM,Call,DFND,775000
25517,1009207,1212545,COM,Put,DFND,3628000
25528,1009207,12208,CL A,Call,DFND,18209000
25529,1009207,12208,CL A,Put,DFND,23952000
25536,1009207,1230245,COM,Call,DFND,1785000
25537,1009207,1230245,COM,Put,DFND,1785000
25540,1009207,1232384,COM,Put,DFND,4654000
25541,1009207,1232524,SHS USD,Put,DFND,4411000
25543,1009207,1232739,COM,Call,DFND,9623000
25548,1009207,1253986,COM,Call,DFND,275000
25549,1009207,1253986,COM,Put,DFND,1282000
25556,1009207,1260221,COM,Call,DFND,2545000
25558,1009207,1260979,COM,Put,DFND,2533000
25561,1009207,1261333,COM,Call,DFND,35641000
25562,1009207,1261333,COM,Put,DFND,64427000
25564,1009207,1262039,COM,Call,DFND,23397000
25565,1009207,1262039,COM,Put,DFND,30046000
25569,1009207,1264089,COM,Put,DFND,1477000
25572,1009207,1264806,SPONSORD ADS,Call,DFND,84674000
25573,1009207,1264806,SPONSORD ADS,Put,DFND,126217000
25578,1009207,1269238,ADS,Call,DFND,2873000
25579,1009207,1269238,ADS,Put,DFND,3996000
25581,1009207,1270073,COM,Call,DFND,670000
25582,1009207,1270073,COM,Put,DFND,1222000
25586,1009207,1271625,COM,Call,DFND,4575000
25587,1009207,1271625,COM,Put,DFND,11650000
25590,1009207,1273813,COM,Call,DFND,1300000
25593,1009207,1274494,COM,Call,DFND,14957000
25594,1009207,1274494,COM,Put,DFND,22609000
25602,1009207,1278021,COM,Call,DFND,13366000
25603,1009207,1278021,COM,Put,DFND,41744000
25608,1009207,1280263,SHS,Call,DFND,11686000
25609,1009207,1280263,SHS,Put,DFND,23657000
25611,1009207,1280452,COM,Call,DFND,9916000
25612,1009207,1280452,COM,Put,DFND,6068000
25618,1009207,1282013,COM,Put,DFND,123000
25621,1009207,1282637,COM,Put,DFND,960000
25626,1009207,1283246,COM,Call,DFND,14625000
25627,1009207,1283246,COM,Put,DFND,1029000
25630,1009207,1283699,COM,Call,DFND,10438000
25631,1009207,1283699,COM,Put,DFND,22315000
25635,1009207,1284719,COMMON STOCK,Call,DFND,1443000
25639,1009207,1285785,COM,Put,DFND,8337000
25650,1009207,1288847,COM,Call,DFND,3433000
25651,1009207,1288847,COM,Put,DFND,2746000
25654,1009207,1289419,COM,Call,DFND,5916000
25655,1009207,1289419,COM,Put,DFND,11149000
25658,1009207,128949,COM,Call,DFND,2131000
25659,1009207,128949,COM,Put,DFND,4535000
25665,1009207,1290681,COM,Put,DFND,1507000
25666,1009207,12927,COM,Call,DFND,85380000
25667,1009207,12927,COM,Put,DFND,194978000
25669,1009207,1293135,COM,Put,DFND,503000
25671,1009207,1293282,COM,Put,DFND,2248000
25674,1009207,1293971,COM,Put,DFND,400000
25684,1009207,1297996,COM,Call,DFND,7128000
25685,1009207,1297996,COM,Put,DFND,7605000
25691,1009207,1300514,COM,Call,DFND,17198000
25692,1009207,1300514,COM,Put,DFND,50750000
25697,1009207,1303313,COM,Call,DFND,1372000
25698,1009207,1303313,COM,Put,DFND,1372000
25704,1009207,1306965,SPON ADR B,Call,DFND,5267000
25705,1009207,1306965,SPON ADR B,Put,DFND,1509000
25706,1009207,1306965,SPONS ADR A,Call,DFND,1128000
25707,1009207,1306965,SPONS ADR A,Put,DFND,1532000
25713,1009207,1308648,COM,Put,DFND,544000
25717,1009207,1309402,COM,Call,DFND,695000
25718,1009207,1309402,COM,Put,DFND,1787000
25724,1009207,1314727,COM,Put,DFND,447000
25726,1009207,1314872,COM,Call,DFND,1962000
25732,1009207,1317436,COM,Call,DFND,1146000
25739,1009207,1318605,COM,Call,DFND,222452000
25740,1009207,1318605,COM,Put,DFND,1418621000
25747,1009207,1321655,CL A,Call,DFND,11837000
25748,1009207,1321655,CL A,Put,DFND,98482000
25750,1009207,1321732,COM,Put,DFND,2873000
25753,1009207,1323404,COM,Call,DFND,322000
25754,1009207,1323404,COM,Put,DFND,215000
25756,1009207,1324272,COM,Call,DFND,398000
25757,1009207,1324424,COM NEW,Call,DFND,21379000
25758,1009207,1324424,COM NEW,Put,DFND,17982000
25760,1009207,1324948,COM,Call,DFND,1070000
25766,1009207,1326159,COM,Call,DFND,3577000
25769,1009207,132638,CL A,Call,DFND,8903000
25770,1009207,132638,CL A,Put,DFND,4452000
25772,1009207,1326801,CL A,Call,DFND,26908000
25773,1009207,1326801,CL A,Put,DFND,3700000
25777,1009207,1327567,COM,Call,DFND,108568000
25778,1009207,1327567,COM,Put,DFND,121429000
25782,1009207,1327811,CL A,Call,DFND,39365000
25783,1009207,1327811,CL A,Put,DFND,26061000
25787,1009207,1329099,SPON ADR REP A,Call,DFND,40039000
25788,1009207,1329099,SPON ADR REP A,Put,DFND,186642000
25795,1009207,1333493,COM,Put,DFND,1020000
25799,1009207,1334036,COM,Call,DFND,3218000
25800,1009207,1334036,COM,Put,DFND,1808000
25804,1009207,1335258,COM,Call,DFND,17355000
25805,1009207,1335258,COM,Put,DFND,10162000
25812,1009207,1336917,CL A,Put,DFND,3179000
25814,1009207,1336917,CL C,Call,DFND,3300000
25815,1009207,1336917,CL C,Put,DFND,2441000
25818,1009207,133692,COM,Put,DFND,3618000
25832,1009207,1341766,COM NEW,Call,DFND,746000
25833,1009207,1342338,SPONSORED ADR,Put,DFND,972000
25835,1009207,1342874,SPONSORED ADS,Put,DFND,1863000
